ID_kit_api_ID32E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_ID32E,modify_in_pgsql_ID32E,ID_tbl_api_ID32E,last_change
1399,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,149273,53642,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1400,-,-,+,-,-,+,+,-,-,+,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,-,-,+,149300,53675,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1401,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,17287,53681,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1402,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,17287,53681,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1403,-,+,-,-,-,-,-,-,+,-,+,+,-,-,-,-,+,+,+,+,+,-,-,-,-,+,-,-,-,-,+,-,149306,53682,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1404,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,149332,53717,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1405,-,-,+,+,-,+,+,-,-,+,+,+,-,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,149365,53754,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1406,-,-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,+,-,-,+,+,-,-,+,-,-,-,-,-,-,+,+,141245,44183,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1407,-,-,-,+,-,-,-,-,+,+,-,+,-,+,-,-,+,-,-,+,+,-,-,+,-,+,-,-,-,-,+,+,149464,53875,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1408,+,-,-,+,-,+,+,-,+,+,+,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,-,+,+,+,-,-,149480,53891,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1409,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,149513,53933,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1410,+,+,+,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,149514,53934,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1411,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,149519,53939,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1412,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,149520,53940,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1413,-,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,149521,53941,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1414,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,149526,53946,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1415,+,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,149533,53953,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1416,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,+,-,-,149534,53954,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1417,+,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,+,149558,53980,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1418,-,-,+,+,-,+,-,-,+,+,+,+,+,-,-,-,-,-,+,-,-,+,+,-,+,+,+,+,+,-,-,+,149562,53984,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1419,-,+,-,-,-,+,-,-,-,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,+,-,+,+,-,-,-,149587,54019,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1420,+,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,149588,54021,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1421,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,149595,54028,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1422,-,-,-,-,-,+,-,-,+,-,-,+,-,-,+,-,+,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,149611,54044,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1423,-,-,+,-,-,+,-,-,+,+,+,+,+,-,+,-,+,-,+,+,-,+,+,-,+,+,-,-,-,-,+,-,149616,54049,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1424,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,+,-,-,149618,54051,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1425,-,-,+,-,-,+,-,-,+,-,+,+,+,-,+,-,+,-,+,+,-,+,+,-,+,+,-,-,-,-,-,-,149620,54053,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1426,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,149624,54057,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1427,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,149627,54060,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1428,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,149628,54061,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1429,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,149646,54079,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1430,+,-,+,-,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,149647,54080,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1431,+,+,-,-,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,-,-,-,149658,54092,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1432,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,149659,54093,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1433,+,+,-,-,-,+,+,-,+,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,+,+,+,-,+,+,-,-,141618,44693,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1434,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,+,+,-,-,+,-,+,-,-,-,-,+,-,149707,54147,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1435,+,+,+,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,+,-,-,-,-,149723,54164,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1436,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,149725,54166,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1437,+,+,-,+,-,+,+,-,-,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,+,+,+,-,-,+,-,+,141619,44694,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1438,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,149729,54170,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1439,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,-,-,-,+,-,149734,54175,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1440,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,+,-,+,-,149735,54176,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1441,-,-,+,+,+,+,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,141247,44185,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1442,-,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,+,+,+,+,+,+,-,+,-,+,-,-,-,-,+,+,149756,54200,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1443,-,-,-,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,-,+,+,+,-,-,-,+,-,-,-,-,-,-,149767,54211,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1444,+,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149783,54231,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1445,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149784,54232,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1446,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,+,-,149785,54233,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1447,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149796,54247,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1448,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,149797,54250,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1449,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149831,54296,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149838,54307,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1451,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,149840,54309,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1452,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149855,54326,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1453,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149856,54327,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1454,+,-,-,-,+,+,-,+,+,+,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,-,-,-,+,149860,54331,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1455,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,+,-,+,-,+,149864,54335,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1456,+,-,-,+,-,+,-,+,+,+,+,+,-,+,-,-,+,-,+,+,+,+,+,-,-,+,-,+,+,+,-,-,149890,54361,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1457,-,-,-,-,-,+,+,-,+,-,+,+,-,-,+,-,-,-,+,+,+,+,-,-,+,+,+,+,-,-,-,+,149911,54384,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1458,+,+,-,-,-,+,+,-,+,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,+,149925,54398,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1459,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149931,54406,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1460,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,+,+,-,+,+,-,+,+,+,-,-,-,-,-,149935,54410,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1461,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149946,54428,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1462,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149947,54429,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1463,+,+,+,-,-,-,+,+,+,+,+,+,-,-,+,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,149973,54459,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1464,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149978,54464,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1465,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,-,-,-,+,-,149979,54465,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1466,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,149999,54490,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1467,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,+,-,150025,54518,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1468,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,150054,54555,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1469,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,150071,54573,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1470,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,150094,54597,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1471,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,-,+,+,+,-,-,-,+,-,-,-,-,+,-,150095,54598,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1472,-,-,+,-,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,-,-,+,-,+,+,-,+,+,-,-,-,150111,54614,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1473,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,150118,54621,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1474,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,+,-,-,-,-,150121,54625,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1475,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,150141,54647,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1476,-,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,150145,54651,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1477,+,+,-,-,-,+,-,-,-,-,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,-,+,-,-,-,150146,54652,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1478,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,+,-,+,-,-,150180,54697,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1479,-,+,-,-,-,+,+,-,-,+,+,+,-,-,-,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,150190,54707,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1480,-,-,-,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,150212,54730,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1481,+,-,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,150214,54732,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1482,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,+,-,+,-,-,150215,54733,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1483,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,-,150217,54735,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1484,-,-,-,+,-,+,+,-,-,+,+,+,-,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,150227,54746,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1485,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,150229,54748,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1486,+,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,-,+,-,+,-,150235,54754,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1487,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,150236,54756,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1488,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,14064,54761,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1489,+,-,+,-,-,+,-,-,-,+,+,+,+,+,-,-,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,150276,54808,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1490,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,+,+,150319,54862,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1491,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,150351,54894,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1492,+,+,-,-,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,-,+,-,-,-,150353,54896,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1493,+,+,-,-,-,-,-,+,-,+,-,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,150362,54909,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1494,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,+,+,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,150363,54910,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1495,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,150410,54964,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1496,+,+,+,-,-,-,+,+,+,-,+,+,-,-,+,-,-,-,-,+,-,+,-,-,+,+,+,+,-,+,-,-,150411,54965,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1497,-,-,+,+,-,+,+,-,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,150416,54970,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1498,+,-,-,+,-,+,-,-,+,+,+,+,-,+,-,-,+,+,+,+,+,+,-,+,+,+,-,-,-,+,-,-,150438,54996,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1499,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,150451,55011,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1500,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,318,44188,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1501,+,-,-,-,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,141628,44705,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1502,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,368,44193,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1503,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,150465,55033,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1504,+,-,-,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,-,150466,55034,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1505,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,150508,55078,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1506,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,+,150541,55116,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1507,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,+,+,-,-,+,+,-,-,-,-,+,-,150548,55123,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1508,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,150549,55124,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1509,-,+,-,+,-,+,-,-,-,+,+,+,+,-,-,-,+,-,+,+,+,-,+,-,+,+,+,+,+,+,+,+,139435,44196,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1510,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,+,-,+,-,-,-,-,-,-,150573,55152,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1511,-,-,-,+,-,-,-,-,+,+,-,+,-,+,-,-,+,-,-,+,+,-,-,+,-,-,-,-,-,-,+,+,150580,55159,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1512,-,-,+,+,+,+,+,-,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,150581,55160,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1513,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,+,-,-,-,-,-,4967,44197,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1514,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,150603,55192,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1515,+,+,-,-,-,+,+,-,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,+,+,+,-,+,+,-,+,150617,55207,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1516,+,-,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,+,+,+,+,+,+,-,-,+,-,+,+,+,-,-,150618,55208,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1517,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150638,55229,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
